date,league,season,season_type,covid,home_team,away_team,home_goals,away_goals,result,home_last3_points,away_last3_points,result_label,home_form_group,away_form_group,stadium,capacity,ht_home_goals,ht_away_goals,ht_result
2021-01-03,Serie A,2020_2021,covid,1,Spezia,Verona,0,1,A,1,1,Away Win,bad,bad,NA,NA,0.0,0.0,D
2021-01-04,La Liga,2020_2021,covid,1,Valencia,Cadiz,1,1,D,1,1,Draw,bad,bad,Mestalla,55000.0,0.0,0.0,D
2021-01-04,Premier League,2020_2021,covid,1,Southampton,Liverpool,1,0,H,2,5,Home Win,bad,medium,St Mary's Stadium,32689.0,1.0,0.0,H
2021-01-06,La Liga,2020_2021,covid,1,Ath Bilbao,Barcelona,2,3,A,4,7,Away Win,medium,good,NA,NA,1.0,2.0,A
2021-01-06,Ligue 1,2020_2021,covid,1,Brest,Nice,2,0,H,2,4,Home Win,bad,medium,NA,NA,2.0,0.0,H
2021-01-06,Ligue 1,2020_2021,covid,1,Lille,Angers,1,2,A,7,4,Away Win,good,medium,Stade Borne de l'Espoir,50186.0,1.0,2.0,A
2021-01-06,Ligue 1,2020_2021,covid,1,Lorient,Monaco,2,5,A,1,4,Away Win,bad,medium,NA,NA,1.0,1.0,D
2021-01-06,Ligue 1,2020_2021,covid,1,Lyon,Lens,3,2,H,7,6,Home Win,good,medium,Gerland Stadyumu,41044.0,1.0,0.0,H
2021-01-06,Ligue 1,2020_2021,covid,1,Marseille,Montpellier,3,1,H,1,1,Home Win,bad,bad,Vélodrome Stadyumu,60013.0,1.0,0.0,H
2021-01-06,Ligue 1,2020_2021,covid,1,Metz,Bordeaux,0,0,D,6,3,Draw,medium,bad,NA,NA,0.0,0.0,D
2021-01-06,Ligue 1,2020_2021,covid,1,Nantes,Rennes,0,0,D,1,9,Draw,bad,good,Beaujoire Stadyumu,38285.0,0.0,0.0,D
2021-01-06,Ligue 1,2020_2021,covid,1,Reims,Dijon,0,0,D,7,3,Draw,good,bad,Stade Auguste-Delaune II,21684.0,0.0,0.0,D
2021-01-06,Ligue 1,2020_2021,covid,1,St Etienne,Paris SG,1,1,D,5,7,Draw,medium,good,NA,NA,1.0,1.0,D
2021-01-06,Ligue 1,2020_2021,covid,1,Strasbourg,Nimes,5,0,H,3,1,Home Win,bad,bad,Meinau Stadyumu,29230.0,3.0,0.0,H
2021-01-06,Serie A,2020_2021,covid,1,Atalanta,Parma,3,0,H,7,0,Home Win,good,bad,Stadio Atleti Azzurri d'Italia,26562.0,1.0,0.0,H
2021-01-06,Serie A,2020_2021,covid,1,Bologna,Udinese,2,2,D,3,1,Draw,bad,bad,Stadio Renato Dall'Ara,38279.0,2.0,1.0,H
2021-01-06,Serie A,2020_2021,covid,1,Cagliari,Benevento,1,2,A,1,6,Away Win,bad,medium,Unipol Domus,16233.0,1.0,2.0,A
2021-01-06,Serie A,2020_2021,covid,1,Crotone,Roma,1,3,A,3,6,Away Win,bad,medium,NA,NA,0.0,3.0,A
2021-01-06,Serie A,2020_2021,covid,1,Lazio,Fiorentina,2,1,H,4,5,Home Win,medium,medium,NA,NA,1.0,0.0,H
2021-01-06,Serie A,2020_2021,covid,1,Milan,Juventus,1,3,A,9,6,Away Win,good,medium,NA,NA,1.0,1.0,D
2021-01-06,Serie A,2020_2021,covid,1,Napoli,Spezia,1,2,A,4,0,Away Win,medium,bad,Stadio Arturo Collana,12000.0,0.0,0.0,D
2021-01-06,Serie A,2020_2021,covid,1,Sampdoria,Inter,2,1,H,3,9,Home Win,bad,good,NA,NA,2.0,0.0,H
2021-01-06,Serie A,2020_2021,covid,1,Sassuolo,Genoa,2,1,H,3,4,Home Win,bad,medium,NA,NA,0.0,0.0,D
2021-01-06,Serie A,2020_2021,covid,1,Torino,Verona,1,1,D,5,4,Draw,medium,medium,Stadio Filadelfia,4000.0,0.0,0.0,D
2021-01-08,Bundesliga,2020_2021,covid,1,M'gladbach,Bayern Munich,3,2,H,4,9,Home Win,medium,good,Stadion im Borussia-Park,54067.0,2.0,2.0,D
2021-01-08,La Liga,2020_2021,covid,1,Celta,Villarreal,0,4,A,4,4,Away Win,medium,medium,NA,NA,0.0,4.0,A
2021-01-09,Bundesliga,2020_2021,covid,1,Freiburg,FC Koln,5,0,H,9,1,Home Win,good,bad,Kara Orman Stadyumu,24036.0,2.0,0.0,H
2021-01-09,Bundesliga,2020_2021,covid,1,Leverkusen,Werder Bremen,1,1,D,3,3,Draw,bad,bad,NA,NA,0.0,0.0,D
2021-01-09,Bundesliga,2020_2021,covid,1,Mainz,Ein Frankfurt,0,2,A,1,7,Away Win,bad,good,NA,NA,0.0,1.0,A
2021-01-09,Bundesliga,2020_2021,covid,1,RB Leipzig,Dortmund,1,3,A,7,6,Away Win,good,medium,Red Bull Arena,44345.0,0.0,0.0,D
2021-01-09,Bundesliga,2020_2021,covid,1,Schalke 04,Hoffenheim,4,0,H,0,3,Home Win,bad,bad,NA,NA,1.0,0.0,H
2021-01-09,Bundesliga,2020_2021,covid,1,Union Berlin,Wolfsburg,2,2,D,7,3,Draw,good,bad,Stadion An der Alten Försterei,22012.0,1.0,1.0,D
2021-01-09,La Liga,2020_2021,covid,1,Granada,Barcelona,0,4,A,3,7,Away Win,bad,good,NA,NA,0.0,3.0,A
2021-01-09,La Liga,2020_2021,covid,1,Osasuna,Real Madrid,0,0,D,3,7,Draw,bad,good,Reyno de Navarra,19800.0,0.0,0.0,D
2021-01-09,La Liga,2020_2021,covid,1,Sevilla,Sociedad,3,2,H,7,4,Home Win,good,medium,Ramón Sánchez Pizjuán,48649.0,2.0,2.0,D
2021-01-09,Ligue 1,2020_2021,covid,1,Bordeaux,Lorient,2,1,H,4,1,Home Win,medium,bad,NA,NA,2.0,1.0,H
2021-01-09,Ligue 1,2020_2021,covid,1,Dijon,Marseille,0,0,D,4,4,Draw,medium,medium,NA,NA,0.0,0.0,D
2021-01-09,Ligue 1,2020_2021,covid,1,Lens,Strasbourg,0,1,A,3,3,Away Win,bad,bad,Stade Félix Bollaert,41233.0,0.0,1.0,A
2021-01-09,Ligue 1,2020_2021,covid,1,Metz,Nice,1,1,D,4,1,Draw,medium,bad,NA,NA,0.0,1.0,A
2021-01-09,Ligue 1,2020_2021,covid,1,Monaco,Angers,3,0,H,7,7,Home Win,good,good,NA,NA,1.0,0.0,H
2021-01-09,Ligue 1,2020_2021,covid,1,Montpellier,Nantes,1,1,D,1,2,Draw,bad,bad,Stade de la Mosson,32939.0,1.0,0.0,H
2021-01-09,Ligue 1,2020_2021,covid,1,Nimes,Lille,0,1,A,1,4,Away Win,bad,medium,NA,NA,0.0,1.0,A
2021-01-09,Ligue 1,2020_2021,covid,1,Paris SG,Brest,3,0,H,5,4,Home Win,medium,medium,NA,NA,1.0,0.0,H
2021-01-09,Ligue 1,2020_2021,covid,1,Reims,St Etienne,3,1,H,5,3,Home Win,medium,bad,Stade Auguste-Delaune II,21684.0,2.0,0.0,H
2021-01-09,Ligue 1,2020_2021,covid,1,Rennes,Lyon,2,2,D,7,9,Draw,good,good,Stade de la Route de Lorient,31127.0,1.0,0.0,H
2021-01-09,Serie A,2020_2021,covid,1,Benevento,Atalanta,1,4,A,6,7,Away Win,medium,good,NA,NA,0.0,1.0,A
2021-01-09,Serie A,2020_2021,covid,1,Genoa,Bologna,2,0,H,4,3,Home Win,medium,bad,NA,NA,1.0,0.0,H
2021-01-09,Serie A,2020_2021,covid,1,Milan,Torino,2,0,H,6,5,Home Win,medium,medium,NA,NA,2.0,0.0,H
2021-01-10,Bundesliga,2020_2021,covid,1,Augsburg,Stuttgart,1,4,A,6,1,Away Win,medium,bad,Impuls Arena,30660.0,0.0,2.0,A
2021-01-10,Bundesliga,2020_2021,covid,1,Bielefeld,Hertha,1,0,H,3,4,Home Win,bad,medium,NA,NA,0.0,0.0,D
2021-01-10,La Liga,2020_2021,covid,1,Cadiz,Alaves,3,1,H,2,4,Home Win,bad,medium,NA,NA,1.0,1.0,D
2021-01-10,La Liga,2020_2021,covid,1,Levante,Eibar,2,1,H,4,4,Home Win,medium,medium,NA,NA,0.0,0.0,D
2021-01-10,La Liga,2020_2021,covid,1,Valladolid,Valencia,0,1,A,4,1,Away Win,medium,bad,José Zorilla,26512.0,0.0,0.0,D
2021-01-10,Serie A,2020_2021,covid,1,Fiorentina,Cagliari,1,0,H,4,0,Home Win,medium,bad,Stadio Artemio Franchi,43147.0,0.0,0.0,D
2021-01-10,Serie A,2020_2021,covid,1,Juventus,Sassuolo,3,1,H,6,6,Home Win,medium,medium,Juventus Stadium,41507.0,0.0,0.0,D
2021-01-10,Serie A,2020_2021,covid,1,Parma,Lazio,0,2,A,0,4,Away Win,bad,medium,Stadio Ennio Tardini,27906.0,0.0,0.0,D
2021-01-10,Serie A,2020_2021,covid,1,Roma,Inter,2,2,D,9,6,Draw,good,medium,Campo Testaccio,20000.0,1.0,0.0,H
2021-01-10,Serie A,2020_2021,covid,1,Udinese,Napoli,1,2,A,1,4,Away Win,bad,medium,Stadio Friuli,25144.0,1.0,1.0,D
2021-01-10,Serie A,2020_2021,covid,1,Verona,Crotone,2,1,H,4,3,Home Win,medium,bad,NA,NA,2.0,0.0,H
2021-01-11,La Liga,2020_2021,covid,1,Elche,Getafe,1,3,A,2,1,Away Win,bad,bad,NA,NA,1.0,1.0,D
2021-01-11,La Liga,2020_2021,covid,1,Huesca,Betis,0,2,A,1,4,Away Win,bad,medium,NA,NA,0.0,0.0,D
2021-01-11,Serie A,2020_2021,covid,1,Spezia,Sampdoria,2,1,H,3,3,Home Win,bad,bad,NA,NA,1.0,1.0,D
2021-01-12,La Liga,2020_2021,covid,1,Ath Madrid,Sevilla,2,0,H,9,7,Home Win,good,good,Vicente Calderón,54851.0,1.0,0.0,H
2021-01-12,La Liga,2020_2021,covid,1,Granada,Osasuna,2,0,H,3,3,Home Win,bad,bad,NA,NA,2.0,0.0,H
2021-01-12,Premier League,2020_2021,covid,1,Burnley,Man United,0,1,A,6,7,Away Win,medium,good,NA,NA,0.0,0.0,D
2021-01-12,Premier League,2020_2021,covid,1,Sheffield United,Newcastle,1,0,H,0,1,Home Win,bad,bad,NA,NA,0.0,0.0,D
2021-01-12,Premier League,2020_2021,covid,1,Wolves,Everton,1,2,A,2,6,Away Win,bad,medium,Molineux,24259.0,1.0,1.0,D
2021-01-13,Premier League,2020_2021,covid,1,Man City,Brighton,1,0,H,9,2,Home Win,good,bad,Etihad Stadium,47405.0,1.0,0.0,H
2021-01-13,Premier League,2020_2021,covid,1,Tottenham,Fulham,1,1,D,4,3,Draw,medium,bad,White Hart Lane,36230.0,1.0,0.0,H
2021-01-14,Premier League,2020_2021,covid,1,Arsenal,Crystal Palace,0,0,D,9,4,Draw,good,medium,Emirates Stadyumu,60361.0,0.0,0.0,D
2021-01-15,Bundesliga,2020_2021,covid,1,Union Berlin,Leverkusen,1,0,H,7,1,Home Win,good,bad,Stadion An der Alten Försterei,22012.0,0.0,0.0,D
2021-01-15,Ligue 1,2020_2021,covid,1,Montpellier,Monaco,2,3,A,1,7,Away Win,bad,good,Stade de la Mosson,32939.0,0.0,2.0,A
2021-01-15,Serie A,2020_2021,covid,1,Lazio,Roma,3,0,H,7,7,Home Win,good,good,NA,NA,2.0,0.0,H
2021-01-16,Bundesliga,2020_2021,covid,1,Dortmund,Mainz,1,1,D,6,0,Draw,medium,bad,Signal Iduna Park,81359.0,0.0,0.0,D
2021-01-16,Bundesliga,2020_2021,covid,1,FC Koln,Hertha,0,0,D,1,3,Draw,bad,bad,NA,NA,0.0,0.0,D
2021-01-16,Bundesliga,2020_2021,covid,1,Hoffenheim,Bielefeld,0,0,D,3,6,Draw,bad,medium,NA,NA,0.0,0.0,D
2021-01-16,Bundesliga,2020_2021,covid,1,Stuttgart,M'gladbach,2,2,D,3,6,Draw,bad,medium,MHPArena,60469.0,0.0,1.0,A
2021-01-16,Bundesliga,2020_2021,covid,1,Werder Bremen,Augsburg,2,0,H,4,3,Home Win,medium,bad,Weser Stadyumu,42358.0,0.0,0.0,D
2021-01-16,Bundesliga,2020_2021,covid,1,Wolfsburg,RB Leipzig,2,2,D,4,4,Draw,medium,medium,Volkswagen Arena,30000.0,2.0,1.0,H
2021-01-16,Ligue 1,2020_2021,covid,1,Angers,Paris SG,0,1,A,6,7,Away Win,medium,good,NA,NA,0.0,0.0,D
2021-01-16,Ligue 1,2020_2021,covid,1,Marseille,Nimes,1,2,A,4,0,Away Win,medium,bad,Vélodrome Stadyumu,60013.0,0.0,0.0,D
2021-01-16,Premier League,2020_2021,covid,1,Fulham,Chelsea,0,1,A,3,1,Away Win,bad,bad,Craven Cottage,25700.0,0.0,0.0,D
2021-01-16,Premier League,2020_2021,covid,1,Leeds,Brighton,0,1,A,6,1,Away Win,medium,bad,NA,NA,0.0,1.0,A
2021-01-16,Premier League,2020_2021,covid,1,Leicester,Southampton,2,0,H,5,5,Home Win,medium,medium,King Power Stadyumu,32312.0,1.0,0.0,H
2021-01-16,Premier League,2020_2021,covid,1,West Ham,Burnley,1,0,H,5,3,Home Win,medium,bad,The Boleyn Ground,35303.0,1.0,0.0,H
2021-01-16,Premier League,2020_2021,covid,1,Wolves,West Brom,2,3,A,1,1,Away Win,bad,bad,Molineux,24259.0,2.0,1.0,H
2021-01-16,Serie A,2020_2021,covid,1,Bologna,Verona,1,0,H,2,7,Home Win,bad,good,Stadio Renato Dall'Ara,38279.0,1.0,0.0,H
2021-01-16,Serie A,2020_2021,covid,1,Sampdoria,Udinese,2,1,H,3,1,Home Win,bad,bad,NA,NA,0.0,0.0,D
2021-01-16,Serie A,2020_2021,covid,1,Torino,Spezia,0,0,D,4,6,Draw,medium,medium,Stadio Filadelfia,4000.0,0.0,0.0,D
2021-01-17,Bundesliga,2020_2021,covid,1,Bayern Munich,Freiburg,2,1,H,6,9,Home Win,medium,good,NA,NA,1.0,0.0,H
2021-01-17,Bundesliga,2020_2021,covid,1,Ein Frankfurt,Schalke 04,3,1,H,9,3,Home Win,good,bad,Frankfurt Stadyumu,52300.0,1.0,1.0,D
2021-01-17,Ligue 1,2020_2021,covid,1,Brest,Rennes,1,2,A,3,5,Away Win,bad,medium,NA,NA,1.0,1.0,D
2021-01-17,Ligue 1,2020_2021,covid,1,Lille,Reims,2,1,H,6,7,Home Win,medium,good,Stade Borne de l'Espoir,50186.0,0.0,1.0,A
2021-01-17,Ligue 1,2020_2021,covid,1,Lyon,Metz,0,1,A,7,2,Away Win,good,bad,Gerland Stadyumu,41044.0,0.0,0.0,D
2021-01-17,Ligue 1,2020_2021,covid,1,Nantes,Lens,1,1,D,2,3,Draw,bad,bad,Beaujoire Stadyumu,38285.0,1.0,0.0,H
2021-01-17,Ligue 1,2020_2021,covid,1,Nice,Bordeaux,0,3,A,2,4,Away Win,bad,medium,Grand Stade Nice,35624.0,0.0,0.0,D
2021-01-17,Ligue 1,2020_2021,covid,1,Strasbourg,St Etienne,1,0,H,6,2,Home Win,medium,bad,Meinau Stadyumu,29230.0,1.0,0.0,H
2021-01-17,Premier League,2020_2021,covid,1,Liverpool,Man United,0,0,D,2,9,Draw,bad,good,Anfield,45276.0,0.0,0.0,D
2021-01-17,Premier League,2020_2021,covid,1,Man City,Crystal Palace,4,0,H,9,5,Home Win,good,medium,Etihad Stadium,47405.0,1.0,0.0,H
2021-01-17,Premier League,2020_2021,covid,1,Sheffield United,Tottenham,1,3,A,3,5,Away Win,bad,medium,NA,NA,0.0,2.0,A
2021-01-17,Serie A,2020_2021,covid,1,Atalanta,Genoa,0,0,D,9,4,Draw,good,medium,Stadio Atleti Azzurri d'Italia,26562.0,0.0,0.0,D
2021-01-17,Serie A,2020_2021,covid,1,Crotone,Benevento,4,1,H,0,3,Home Win,bad,bad,NA,NA,2.0,0.0,H
2021-01-17,Serie A,2020_2021,covid,1,Inter,Juventus,2,0,H,4,9,Home Win,medium,good,NA,NA,1.0,0.0,H
2021-01-17,Serie A,2020_2021,covid,1,Napoli,Fiorentina,6,0,H,6,4,Home Win,medium,medium,Stadio Arturo Collana,12000.0,4.0,0.0,H
2021-01-17,Serie A,2020_2021,covid,1,Sassuolo,Parma,1,1,D,3,0,Draw,bad,bad,NA,NA,0.0,1.0,A
2021-01-18,Premier League,2020_2021,covid,1,Arsenal,Newcastle,3,0,H,7,1,Home Win,good,bad,Emirates Stadyumu,60361.0,0.0,0.0,D
2021-01-18,Serie A,2020_2021,covid,1,Cagliari,Milan,0,2,A,0,6,Away Win,bad,medium,Unipol Domus,16233.0,0.0,1.0,A
2021-01-19,Bundesliga,2020_2021,covid,1,Hertha,Hoffenheim,0,3,A,4,1,Away Win,medium,bad,NA,NA,0.0,1.0,A
2021-01-19,Bundesliga,2020_2021,covid,1,Leverkusen,Dortmund,2,1,H,1,7,Home Win,bad,good,NA,NA,1.0,0.0,H
2021-01-19,Bundesliga,2020_2021,covid,1,M'gladbach,Werder Bremen,1,0,H,7,4,Home Win,good,medium,Stadion im Borussia-Park,54067.0,0.0,0.0,D
2021-01-19,Bundesliga,2020_2021,covid,1,Mainz,Wolfsburg,0,2,A,1,2,Away Win,bad,bad,NA,NA,0.0,0.0,D
2021-01-19,La Liga,2020_2021,covid,1,Alaves,Sevilla,1,2,A,1,4,Away Win,bad,medium,Mendizorrotza,19900.0,1.0,2.0,A
2021-01-19,La Liga,2020_2021,covid,1,Cadiz,Levante,2,2,D,5,6,Draw,medium,medium,NA,NA,2.0,2.0,D
2021-01-19,La Liga,2020_2021,covid,1,Valladolid,Elche,2,2,D,4,1,Draw,medium,bad,José Zorilla,26512.0,0.0,2.0,A
2021-01-19,Premier League,2020_2021,covid,1,Leicester,Chelsea,2,0,H,7,4,Home Win,good,medium,King Power Stadyumu,32312.0,2.0,0.0,H
2021-01-19,Premier League,2020_2021,covid,1,West Ham,West Brom,2,1,H,7,3,Home Win,good,bad,The Boleyn Ground,35303.0,1.0,0.0,H
2021-01-20,Bundesliga,2020_2021,covid,1,Augsburg,Bayern Munich,0,1,A,3,6,Away Win,bad,medium,Impuls Arena,30660.0,0.0,1.0,A
2021-01-20,Bundesliga,2020_2021,covid,1,Bielefeld,Stuttgart,3,0,H,4,4,Home Win,medium,medium,NA,NA,1.0,0.0,H
2021-01-20,Bundesliga,2020_2021,covid,1,Freiburg,Ein Frankfurt,2,2,D,6,9,Draw,medium,good,Kara Orman Stadyumu,24036.0,1.0,1.0,D
2021-01-20,Bundesliga,2020_2021,covid,1,RB Leipzig,Union Berlin,1,0,H,4,7,Home Win,medium,good,Red Bull Arena,44345.0,0.0,0.0,D
2021-01-20,Bundesliga,2020_2021,covid,1,Schalke 04,FC Koln,1,2,A,3,1,Away Win,bad,bad,NA,NA,0.0,1.0,A
2021-01-20,La Liga,2020_2021,covid,1,Betis,Celta,2,1,H,4,3,Home Win,medium,bad,Benito Villamarín,52745.0,2.0,1.0,H
2021-01-20,La Liga,2020_2021,covid,1,Getafe,Huesca,1,0,H,3,0,Home Win,bad,bad,Alfonso Pérez,16000.0,0.0,0.0,D
2021-01-20,La Liga,2020_2021,covid,1,Villarreal,Granada,2,2,D,6,3,Draw,medium,bad,El Madrigal,26000.0,1.0,1.0,D
2021-01-20,Ligue 1,2020_2021,covid,1,Marseille,Lens,0,1,A,4,1,Away Win,medium,bad,Vélodrome Stadyumu,60013.0,0.0,0.0,D
2021-01-20,Premier League,2020_2021,covid,1,Fulham,Man United,1,2,A,2,7,Away Win,bad,good,Craven Cottage,25700.0,1.0,1.0,D
2021-01-20,Premier League,2020_2021,covid,1,Man City,Aston Villa,2,0,H,9,4,Home Win,good,medium,Etihad Stadium,47405.0,0.0,0.0,D
2021-01-20,Serie A,2020_2021,covid,1,Udinese,Atalanta,1,1,D,1,7,Draw,bad,good,Stadio Friuli,25144.0,1.0,1.0,D
2021-01-21,La Liga,2020_2021,covid,1,Eibar,Ath Madrid,1,2,A,4,9,Away Win,medium,good,NA,NA,1.0,1.0,D
2021-01-21,La Liga,2020_2021,covid,1,Valencia,Osasuna,1,1,D,4,2,Draw,medium,bad,Mestalla,55000.0,0.0,1.0,A
2021-01-21,Premier League,2020_2021,covid,1,Liverpool,Burnley,0,1,A,2,3,Away Win,bad,bad,Anfield,45276.0,0.0,0.0,D
2021-01-22,Bundesliga,2020_2021,covid,1,M'gladbach,Dortmund,4,2,H,7,4,Home Win,good,medium,Stadion im Borussia-Park,54067.0,2.0,2.0,D
2021-01-22,La Liga,2020_2021,covid,1,Levante,Valladolid,2,2,D,4,4,Draw,medium,medium,NA,NA,0.0,0.0,D
2021-01-22,Ligue 1,2020_2021,covid,1,Paris SG,Montpellier,4,0,H,7,1,Home Win,good,bad,NA,NA,1.0,0.0,H
2021-01-22,Serie A,2020_2021,covid,1,Benevento,Torino,2,2,D,3,2,Draw,bad,bad,NA,NA,1.0,0.0,H
2021-01-23,Bundesliga,2020_2021,covid,1,Augsburg,Union Berlin,2,1,H,0,4,Home Win,bad,medium,Impuls Arena,30660.0,1.0,1.0,D
2021-01-23,Bundesliga,2020_2021,covid,1,Bielefeld,Ein Frankfurt,1,5,A,7,7,Away Win,good,good,NA,NA,1.0,3.0,A
2021-01-23,Bundesliga,2020_2021,covid,1,Freiburg,Stuttgart,2,1,H,4,4,Home Win,medium,medium,Kara Orman Stadyumu,24036.0,2.0,1.0,H
2021-01-23,Bundesliga,2020_2021,covid,1,Hertha,Werder Bremen,1,4,A,1,4,Away Win,bad,medium,NA,NA,1.0,2.0,A
2021-01-23,Bundesliga,2020_2021,covid,1,Leverkusen,Wolfsburg,0,1,A,4,5,Away Win,medium,medium,NA,NA,0.0,1.0,A
2021-01-23,Bundesliga,2020_2021,covid,1,Mainz,RB Leipzig,3,2,H,1,4,Home Win,bad,medium,NA,NA,2.0,2.0,D
2021-01-23,La Liga,2020_2021,covid,1,Alaves,Real Madrid,1,4,A,0,5,Away Win,bad,medium,Mendizorrotza,19900.0,0.0,3.0,A
2021-01-23,La Liga,2020_2021,covid,1,Huesca,Villarreal,0,0,D,0,7,Draw,bad,good,NA,NA,0.0,0.0,D
2021-01-23,La Liga,2020_2021,covid,1,Sevilla,Cadiz,3,0,H,6,5,Home Win,medium,medium,Ramón Sánchez Pizjuán,48649.0,2.0,0.0,H
2021-01-23,La Liga,2020_2021,covid,1,Sociedad,Betis,2,2,D,4,7,Draw,medium,good,Anoeta,32076.0,0.0,0.0,D
2021-01-23,Ligue 1,2020_2021,covid,1,Lens,Nice,0,1,A,4,1,Away Win,medium,bad,Stade Félix Bollaert,41233.0,0.0,0.0,D
2021-01-23,Ligue 1,2020_2021,covid,1,Monaco,Marseille,3,1,H,9,1,Home Win,good,bad,NA,NA,0.0,1.0,A
2021-01-23,Premier League,2020_2021,covid,1,Aston Villa,Newcastle,2,0,H,1,0,Home Win,bad,bad,Villa Park,42786.0,2.0,0.0,H
2021-01-23,Serie A,2020_2021,covid,1,Fiorentina,Crotone,2,1,H,3,3,Home Win,bad,bad,Stadio Artemio Franchi,43147.0,2.0,0.0,H
2021-01-23,Serie A,2020_2021,covid,1,Milan,Atalanta,0,3,A,6,5,Away Win,medium,medium,NA,NA,0.0,1.0,A
2021-01-23,Serie A,2020_2021,covid,1,Roma,Spezia,4,3,H,4,7,Home Win,medium,good,Campo Testaccio,20000.0,1.0,1.0,D
2021-01-23,Serie A,2020_2021,covid,1,Udinese,Inter,0,0,D,1,4,Draw,bad,medium,Stadio Friuli,25144.0,0.0,0.0,D
2021-01-24,Bundesliga,2020_2021,covid,1,Hoffenheim,FC Koln,3,0,H,4,4,Home Win,medium,medium,NA,NA,2.0,0.0,H
2021-01-24,Bundesliga,2020_2021,covid,1,Schalke 04,Bayern Munich,0,4,A,3,6,Away Win,bad,medium,NA,NA,0.0,1.0,A
2021-01-24,La Liga,2020_2021,covid,1,Ath Madrid,Valencia,3,1,H,9,5,Home Win,good,medium,Vicente Calderón,54851.0,1.0,1.0,D
2021-01-24,La Liga,2020_2021,covid,1,Celta,Eibar,1,1,D,0,3,Draw,bad,bad,NA,NA,1.0,0.0,H
2021-01-24,La Liga,2020_2021,covid,1,Elche,Barcelona,0,2,A,1,9,Away Win,bad,good,NA,NA,0.0,1.0,A
2021-01-24,La Liga,2020_2021,covid,1,Osasuna,Granada,3,1,H,2,4,Home Win,bad,medium,Reyno de Navarra,19800.0,2.0,0.0,H
2021-01-24,Ligue 1,2020_2021,covid,1,Bordeaux,Angers,2,1,H,7,3,Home Win,good,bad,NA,NA,2.0,1.0,H
2021-01-24,Ligue 1,2020_2021,covid,1,Dijon,Strasbourg,1,1,D,5,9,Draw,medium,good,NA,NA,0.0,0.0,D
2021-01-24,Ligue 1,2020_2021,covid,1,Metz,Nantes,2,0,H,5,3,Home Win,medium,bad,NA,NA,1.0,0.0,H
2021-01-24,Ligue 1,2020_2021,covid,1,Reims,Brest,1,0,H,4,3,Home Win,medium,bad,Stade Auguste-Delaune II,21684.0,1.0,0.0,H
2021-01-24,Ligue 1,2020_2021,covid,1,Rennes,Lille,0,1,A,5,6,Away Win,medium,medium,Stade de la Route de Lorient,31127.0,0.0,1.0,A
2021-01-24,Ligue 1,2020_2021,covid,1,St Etienne,Lyon,0,5,A,1,4,Away Win,bad,medium,NA,NA,0.0,2.0,A
2021-01-24,Serie A,2020_2021,covid,1,Genoa,Cagliari,1,0,H,4,0,Home Win,medium,bad,NA,NA,1.0,0.0,H
2021-01-24,Serie A,2020_2021,covid,1,Juventus,Bologna,2,0,H,6,4,Home Win,medium,medium,Juventus Stadium,41507.0,1.0,0.0,H
2021-01-24,Serie A,2020_2021,covid,1,Lazio,Sassuolo,2,1,H,9,4,Home Win,good,medium,NA,NA,1.0,1.0,D
2021-01-24,Serie A,2020_2021,covid,1,Parma,Sampdoria,0,2,A,1,6,Away Win,bad,medium,Stadio Ennio Tardini,27906.0,0.0,2.0,A
2021-01-24,Serie A,2020_2021,covid,1,Verona,Napoli,3,1,H,4,6,Home Win,medium,medium,NA,NA,1.0,1.0,D
2021-01-25,La Liga,2020_2021,covid,1,Ath Bilbao,Getafe,5,1,H,3,6,Home Win,bad,medium,NA,NA,1.0,1.0,D
2021-01-26,Premier League,2020_2021,covid,1,Crystal Palace,West Ham,2,3,A,4,9,Away Win,medium,good,Selhurst Park,26225.0,1.0,2.0,A
2021-01-26,Premier League,2020_2021,covid,1,Newcastle,Leeds,1,2,A,0,3,Away Win,bad,bad,St James' Park,52409.0,0.0,1.0,A
2021-01-26,Premier League,2020_2021,covid,1,Southampton,Arsenal,1,3,A,4,7,Away Win,medium,good,St Mary's Stadium,32689.0,1.0,2.0,A
2021-01-26,Premier League,2020_2021,covid,1,West Brom,Man City,0,5,A,3,9,Away Win,bad,good,NA,NA,0.0,4.0,A
2021-01-27,Ligue 1,2020_2021,covid,1,Lorient,Dijon,3,2,H,1,3,Home Win,bad,bad,NA,NA,1.0,2.0,A
2021-01-27,Premier League,2020_2021,covid,1,Brighton,Fulham,0,0,D,4,1,Draw,medium,bad,Falmer Stadyumu,22500.0,0.0,0.0,D
2021-01-27,Premier League,2020_2021,covid,1,Burnley,Aston Villa,3,2,H,3,3,Home Win,bad,bad,NA,NA,0.0,1.0,A
2021-01-27,Premier League,2020_2021,covid,1,Chelsea,Wolves,0,0,D,3,1,Draw,bad,bad,Stamford Bridge,42449.0,0.0,0.0,D
2021-01-27,Premier League,2020_2021,covid,1,Everton,Leicester,1,1,D,6,9,Draw,medium,good,Goodison Park,40157.0,1.0,0.0,H
2021-01-27,Premier League,2020_2021,covid,1,Man United,Sheffield United,1,2,A,7,3,Away Win,good,bad,Old Trafford,75653.0,0.0,1.0,A
2021-01-28,Premier League,2020_2021,covid,1,Tottenham,Liverpool,1,3,A,7,1,Away Win,good,bad,White Hart Lane,36230.0,0.0,1.0,A
